objectid,title,date,description,creator,subject,format,file
doc1971abril,"Boletín quincenal, abril 1971 (1ª)",1971-04-15,Primera quincena de abril de 1971. Reflexión sobre prensa de izquierda y poder popular.,Movimiento de Izquierda Revolucionaria,MIR;Chile;Prensa;Poder Popular,PDF,1971_Abril_Primera_Quincena_Documento.pdf
