objectid,title,date,description,creator,subject,format,file
doc1969abril,"Boletín quincenal, abril 1969 (1ª)",1969-04-15,Issue corresponding to the first half of April 1969; early discourse on popular power and the MIR,Movimiento de Izquierda Revolucionaria,prensa;MIR;Chile,PDF,1969_Abril_Primera_Quincena_Documento.pdf
